Index,firm,BE,ME,ME.lag1,r_i,r.3.0,r.12.4,AC,CA,DR,OFC,ECI,industry
2022.0,2,4554960000.0,3277346192.5,3437405617.7,0.0982279553138018,0.07907070920248999,0.004414534960564036,0.5277777777777778,0.8611111111111112,0.9583333333333334,0.8666666666666667,0.8333333333333334,Finanças e Seguros
2021.0,2,4187557000.0,2522030531.5,3405961233.4,-0.05081218920896283,0.2887462419226252,-0.5040675434580774,0.5277777777777778,0.8611111111111112,0.9583333333333334,0.8666666666666667,0.8333333333333334,Finanças e Seguros
2019.75,2,3882219000.0,4131468581.2,3851856035.2,0.12038671944182738,-0.04183630299994333,0.3586080334337364,0.5277777777777778,0.8611111111111112,0.9583333333333334,0.8666666666666667,0.8333333333333334,Finanças e Seguros
2023.5,2,5303106000.0,3727089753.7,4216369772.5,0.09759267393671987,0.12495341145161294,0.1404662133668952,0.4444444444444444,0.9166666666666666,0.9583333333333334,0.8666666666666667,0.8611111111111112,Finanças e Seguros
2021.5,2,4391952000.0,3188616372.0,3496112755.9,-0.05048369877437906,0.10571042294390592,0.06967903157333977,0.5277777777777778,0.8611111111111112,0.9583333333333334,0.8666666666666667,0.8333333333333334,Finanças e Seguros
2021.25,2,4288263000.0,3405961233.4,3188616372.0,0.10571042294390592,-0.05081218920896283,0.18200402097495683,0.5277777777777778,0.8611111111111112,0.9583333333333334,0.8666666666666667,0.8333333333333334,Finanças e Seguros
2023.75,2,5420811000.0,4216369772.5,4411669188.5,0.2292524281552724,0.09759267393671987,-0.05514158864604504,0.4444444444444444,0.9444444444444444,0.9583333333333334,0.9,0.8888888888888888,Finanças e Seguros
2020.75,2,4093299000.0,3005224766.7,2522030531.5,0.2887462419226252,-0.16825502114032262,-0.2154258028759273,0.5277777777777778,0.8611111111111112,0.9583333333333334,0.8666666666666667,0.8333333333333334,Finanças e Seguros
2019.0,3,58957736000.0,288308027840.0,241790810220.0,0.09009504414206498,-0.1556595657117322,-0.13690529198925924,0.4166666666666667,0.9444444444444444,0.9166666666666666,0.8333333333333334,1.0,Alimentos e Beb
2021.25,3,73815628000.0,246251419750.0,240618928770.0,0.11012351685250195,-0.018517259758688415,0.29835049653768486,0.4444444444444444,0.8888888888888888,0.9166666666666666,0.8333333333333334,1.0,Alimentos e Beb
2020.75,3,73922755000.0,222465722920.0,197297212200.0,0.24764462297646664,-0.12008412525253936,-0.28257815558503063,0.4444444444444444,0.8888888888888888,0.9166666666666666,0.8333333333333334,1.0,Alimentos e Beb
2022.75,3,86263126000.0,210937627600.0,244624059960.0,-0.016541747100201808,0.14816263800412668,-0.09431387073661761,0.4444444444444444,0.8888888888888888,0.9166666666666666,0.8333333333333334,1.0,Alimentos e Beb
2023.25,3,81955633000.0,228569992200.0,225639807420.0,0.07266140749122897,-0.013171767570527251,-0.007491911577043868,0.4444444444444444,0.8888888888888888,0.9166666666666666,0.8333333333333334,1.0,Alimentos e Beb
2023.0,3,90178032000.0,244624059960.0,228569992200.0,-0.013171767570527251,-0.016541747100201808,0.00775197678656713,0.4444444444444444,0.8888888888888888,0.9166666666666666,0.8333333333333334,1.0,Alimentos e Beb
2020.5,3,70359906000.0,187538385120.0,222465722920.0,-0.12008412525253936,0.17078999881375756,-0.3800989911845615,0.4444444444444444,0.8611111111111112,0.9166666666666666,0.8333333333333334,0.9444444444444444,Alimentos e Beb
2023.75,3,85074603000.0,242656477490.0,206390402250.0,0.09715755904104968,-0.1616413515324559,0.04294789282049991,0.4444444444444444,0.8888888888888888,0.9166666666666666,0.8333333333333334,1.0,Alimentos e Beb
2022.0,3,86771210000.0,240778471500.0,242690275980.0,-0.0012978587365908099,0.04609679048094195,-0.01786345130304093,0.4444444444444444,0.8888888888888888,0.9166666666666666,0.8333333333333334,1.0,Alimentos e Beb
2022.5,3,78923098000.0,242471244400.0,210937627600.0,0.14816263800412668,-0.13911280248096874,-0.06467077665250333,0.4444444444444444,0.8888888888888888,0.9166666666666666,0.8333333333333334,1.0,Alimentos e Beb
2021.75,3,78889789000.0,268633338270.0,240778471500.0,0.04609679048094195,-0.10946970839685446,0.33925088007028015,0.4444444444444444,0.8888888888888888,0.9166666666666666,0.8333333333333334,1.0,Alimentos e Beb
2022.25,3,82643031000.0,242690275980.0,242471244400.0,-0.13911280248096874,-0.0012978587365908099,0.046750598936589435,0.4444444444444444,0.8888888888888888,0.9166666666666666,0.8333333333333334,1.0,Alimentos e Beb
2020.25,3,61278025000.0,293678222510.0,187538385120.0,0.17078999881375756,-0.44870029592432153,0.12968019406074804,0.4166666666666667,0.9444444444444444,0.9166666666666666,0.8333333333333334,1.0,Alimentos e Beb
2019.25,3,56340623000.0,241790810220.0,264676927680.0,0.061078889320987984,0.09009504414206498,-0.418957607022986,0.4166666666666667,0.9444444444444444,0.9166666666666666,0.8333333333333334,1.0,Alimentos e Beb
2020.0,3,65751759000.0,302806523250.0,293678222510.0,-0.44870029592432153,-0.004667858474466657,0.22444309667727969,0.4166666666666667,0.9444444444444444,0.9166666666666666,0.8333333333333334,1.0,Alimentos e Beb
2019.5,3,59108516000.0,264676927680.0,281359822680.0,0.07326916321422672,0.061078889320987984,-0.04574008379334324,0.4166666666666667,0.9444444444444444,0.9166666666666666,0.8333333333333334,1.0,Alimentos e Beb
2021.0,3,78006278000.0,197297212200.0,246251419750.0,-0.018517259758688415,0.24764462297646664,-0.39799442236310334,0.4444444444444444,0.8888888888888888,0.9166666666666666,0.8333333333333334,1.0,Alimentos e Beb
2021.5,3,82044123000.0,240618928770.0,268633338270.0,-0.10946970839685446,0.11012351685250195,0.10904323796523886,0.4444444444444444,0.8888888888888888,0.9166666666666666,0.8333333333333334,1.0,Alimentos e Beb
2019.75,3,61625190000.0,281359822680.0,302806523250.0,-0.004667858474466657,0.07326916321422672,-0.004485632248679233,0.4166666666666667,0.9444444444444444,0.9166666666666666,0.8333333333333334,1.0,Alimentos e Beb
2023.5,3,84999591000.0,225639807420.0,242656477490.0,-0.1616413515324559,0.07266140749122897,0.11844912333339763,0.4444444444444444,0.8888888888888888,0.9166666666666666,0.8333333333333334,1.0,Alimentos e Beb
2022.0,10,1016965000.0,6122045513.4,4999048136.8,-0.11813337406615607,-0.1987257101280702,-0.22439433321023539,0.6388888888888888,0.8333333333333334,0.875,0.8333333333333334,0.7222222222222222,Máquinas Indust
2023.5,10,862600000.0,882393866.16,994562577.96,-0.4715085204251559,0.11966450375608909,-0.8641049787035848,0.6388888888888888,0.8333333333333334,0.875,0.8333333333333334,0.7222222222222222,Máquinas Indust
2022.5,10,995260000.0,4421418044.8,2135146815.2,-0.3314846951101739,-0.7282385003712155,-0.5332212457050125,0.6388888888888888,0.8333333333333334,0.875,0.8333333333333334,0.7222222222222222,Máquinas Indust
2021.75,10,1006992000.0,7600837483.5,6122045513.4,-0.1987257101280702,-0.2163621615107862,0.39993606662562653,0.6388888888888888,0.8333333333333334,0.875,0.8333333333333334,0.7222222222222222,Máquinas Indust
2022.75,10,967394000.0,2135146815.2,1532730392.3,-0.5759170893467351,-0.3314846951101739,-1.0450975845654418,0.6388888888888888,0.8333333333333334,0.875,0.8333333333333334,0.7222222222222222,Máquinas Indust
2023.75,10,843215000.0,994562577.96,620865223.7,0.0809690625336672,-0.4715085204251559,-0.41295577983732185,0.6388888888888888,0.8333333333333334,0.875,0.8333333333333334,0.7222222222222222,Máquinas Indust
2023.0,10,942087000.0,1532730392.3,845004295.56,0.04329680575332419,-0.5759170893467351,-1.1778565695475456,0.6388888888888888,0.8333333333333334,0.875,0.8333333333333334,0.7222222222222222,Máquinas Indust
2023.25,10,884868000.0,845004295.56,882393866.16,0.11966450375608909,0.04329680575332419,-1.6356402848281246,0.6388888888888888,0.8333333333333334,0.875,0.8333333333333334,0.7222222222222222,Máquinas Indust
2022.25,10,999592000.0,4999048136.8,4421418044.8,-0.7282385003712155,-0.11813337406615607,-0.29982182699798965,0.6388888888888888,0.8333333333333334,0.875,0.8333333333333334,0.7222222222222222,Máquinas Indust
2022.25,11,3223075000.0,5447618899.7,5924962199.8,-0.12173602121263859,0.08399569320861118,-0.4358930871915725,0.6666666666666666,0.9166666666666666,0.8333333333333334,0.8333333333333334,0.9444444444444444,Energia Elétrica
2022.75,11,3274146000.0,5245855236.7,4635643182.9,0.025288966334068137,-0.1079111189591644,-0.14147350405068512,0.6666666666666666,0.9444444444444444,0.8333333333333334,0.8666666666666667,0.9722222222222222,Energia Elétrica
2023.5,11,4401583000.0,5983157471.3,7373609559.8,-0.11584613714575694,0.20895891632225355,-0.05404878018104051,0.6666666666666666,0.9444444444444444,0.8333333333333334,0.8666666666666667,0.9722222222222222,Energia Elétrica
2023.25,11,4391178000.0,5814617824.3,5983157471.3,0.20895891632225355,0.028573372444055754,-0.20435817383773486,0.6666666666666666,0.9444444444444444,0.8333333333333334,0.8666666666666667,0.9722222222222222,Energia Elétrica
2021.75,11,1797108000.0,5547580628.0,6043068065.6,-0.10373317604665772,-0.11947981571427924,-0.024229828884168365,0.6666666666666666,0.9166666666666666,0.8333333333333334,0.8333333333333334,0.9444444444444444,Energia Elétrica
2022.0,11,2223479000.0,6043068065.6,5447618899.7,0.08399569320861118,-0.10373317604665772,-0.27959442833552817,0.6666666666666666,0.9166666666666666,0.8333333333333334,0.8333333333333334,0.9444444444444444,Energia Elétrica
2023.0,11,4175175000.0,4635643182.9,5814617824.3,0.028573372444055754,0.025288966334068137,-0.14565144696319182,0.6666666666666666,0.9444444444444444,0.8333333333333334,0.8666666666666667,0.9722222222222222,Energia Elétrica
2023.75,11,4404140000.0,7373609559.8,6567026963.0,0.12154415826039451,-0.11584613714575694,0.26282125510037746,0.6666666666666666,0.9444444444444444,0.8333333333333334,0.8666666666666667,0.9722222222222222,Energia Elétrica
2022.5,11,3263941000.0,5924962199.8,5245855236.7,-0.1079111189591644,-0.12173602121263859,-0.13921729855232579,0.6666666666666666,0.9166666666666666,0.8333333333333334,0.8333333333333334,0.9444444444444444,Energia Elétrica
2023.75,15,250012000.0,586059650.0,504680000.0,0.07115719431632819,-0.1494970111459115,0.04701166469736053,0.4166666666666667,0.7222222222222222,0.9166666666666666,0.6333333333333333,0.8611111111111112,Energia Elétrica
2020.5,15,220256000.0,410052500.0,703397750.0,-0.058046169412281995,0.5396373210077606,0.22197441564239406,0.4166666666666667,0.7222222222222222,0.9166666666666666,0.6333333333333333,0.8333333333333334,Energia Elétrica
2022.25,15,247518000.0,559563950.0,615078750.0,-0.045385314132131524,0.09459248868960038,0.09569305762258218,0.4166666666666667,0.7222222222222222,0.9166666666666666,0.6333333333333333,0.8611111111111112,Energia Elétrica
2020.25,15,214346000.0,698981800.0,410052500.0,0.5396373210077606,-0.5333395044209136,0.7383163436894212,0.4166666666666667,0.7222222222222222,0.9166666666666666,0.6333333333333333,0.8333333333333334,Energia Elétrica
2020.0,15,216847000.0,1103982250.0,698981800.0,-0.5333395044209136,-0.4486588842383692,1.148402953129819,0.4166666666666667,0.7222222222222222,0.9166666666666666,0.6333333333333333,0.8333333333333334,Energia Elétrica
2021.0,15,186712000.0,618233000.0,622018100.0,-0.13208358580051313,0.00610378294184067,-0.05174835282543497,0.4166666666666667,0.7222222222222222,0.9166666666666666,0.6333333333333333,0.8611111111111112,Energia Elétrica
2023.0,15,271493000.0,598676650.0,584797950.0,-0.05089593962236008,-0.023455233048673065,0.09227087899737693,0.4166666666666667,0.7222222222222222,0.9166666666666666,0.6333333333333333,0.8611111111111112,Energia Elétrica
2023.5,15,271165000.0,555778850.0,586059650.0,-0.1494970111459115,0.12136283736839368,-0.03128746823112507,0.4166666666666667,0.7222222222222222,0.9166666666666666,0.6333333333333333,0.8611111111111112,Energia Elétrica
2019.75,15,208222000.0,331194675.0,1103982250.0,-0.4486588842383692,1.2039728043016769,0.06631170686754441,0.4166666666666667,0.7222222222222222,0.9166666666666666,0.6333333333333333,0.8333333333333334,Energia Elétrica
2021.75,15,171738000.0,668701000.0,545685250.0,0.04647883396277668,-0.20329468017301044,0.12652910097414347,0.4166666666666667,0.7222222222222222,0.9166666666666666,0.6333333333333333,0.8611111111111112,Energia Elétrica
2021.5,15,193540000.0,545054400.0,668701000.0,-0.20329468017301044,0.25250890383281593,-0.18402597227095446,0.4166666666666667,0.7222222222222222,0.9166666666666666,0.6333333333333333,0.8611111111111112,Energia Elétrica
2022.5,15,256222000.0,615078750.0,573442650.0,0.043063704439908077,-0.045385314132131524,-0.062223357520633384,0.4166666666666667,0.7222222222222222,0.9166666666666666,0.6333333333333333,0.8611111111111112,Energia Elétrica
2021.25,15,187459000.0,622018100.0,545054400.0,0.25250890383281593,-0.13208358580051313,0.4876949345373193,0.4166666666666667,0.7222222222222222,0.9166666666666666,0.6333333333333333,0.8611111111111112,Energia Elétrica
2023.25,15,260732000.0,584797950.0,555778850.0,0.12136283736839368,-0.05089593962236008,-0.025776842740896512,0.4166666666666667,0.7222222222222222,0.9166666666666666,0.6333333333333333,0.8611111111111112,Energia Elétrica
2020.75,15,225320000.0,703397750.0,618233000.0,0.00610378294184067,-0.058046169412281995,-0.44236106765152217,0.4166666666666667,0.7222222222222222,0.9166666666666666,0.6333333333333333,0.8611111111111112,Energia Elétrica
2022.75,15,261491000.0,573442650.0,598676650.0,-0.023455233048673065,0.043063704439908077,0.09568600852024553,0.4166666666666667,0.7222222222222222,0.9166666666666666,0.6333333333333333,0.8611111111111112,Energia Elétrica
2022.0,15,178674000.0,545685250.0,559563950.0,0.09459248868960038,0.04647883396277668,-0.08286936214070764,0.4166666666666667,0.7222222222222222,0.9166666666666666,0.6333333333333333,0.8611111111111112,Energia Elétrica
2021.75,21,2182601000.0,2975757630.0,3020393994.4,0.03908953816032215,0.014888612488502692,0.3561376258540387,0.6388888888888888,0.7222222222222222,0.8333333333333334,0.8333333333333334,0.9444444444444444,Agro e Pesca
2020.5,21,1103455000.0,1029592045.3,1243818401.8,0.03469640107536341,0.1890233530528775,0.09719981674066563,0.6388888888888888,0.7222222222222222,0.8333333333333334,0.8333333333333334,0.9444444444444444,Agro e Pesca
2019.75,21,880533000.0,893115988.8,957678590.4,0.11930260557804336,0.06979576191091329,0.2474998199875799,0.6388888888888888,0.7222222222222222,0.8333333333333334,0.8333333333333334,0.9444444444444444,Agro e Pesca
2022.75,21,2216048000.0,2409804773.8,2983936035.8,0.09737052535326232,0.21407880033762874,-0.06677429654871056,0.6388888888888888,0.7222222222222222,0.8333333333333334,0.8333333333333334,0.9444444444444444,Agro e Pesca
2023.0,21,2274107000.0,2983936035.8,2960222636.8,-0.21765131817336447,0.09737052535326232,0.10821496562859603,0.6388888888888888,0.7222222222222222,0.8333333333333334,0.8333333333333334,0.9444444444444444,Agro e Pesca
2020.0,21,938852000.0,957678590.4,1026136798.2,-0.09189855074829101,0.11930260557804336,0.13128672270009784,0.6388888888888888,0.7222222222222222,0.8333333333333334,0.8333333333333334,0.9444444444444444,Agro e Pesca
2021.0,21,1204532000.0,1287731837.7,1472980350.0,-0.09563023107571234,0.17381606907945368,0.1318212033799499,0.6388888888888888,0.7222222222222222,0.8333333333333334,0.8333333333333334,0.9444444444444444,Agro e Pesca
2020.75,21,1121569000.0,1243818401.8,1287731837.7,0.17381606907945368,0.03469640107536341,0.21642740788262987,0.6388888888888888,0.7222222222222222,0.8333333333333334,0.8333333333333334,0.9444444444444444,Agro e Pesca
2022.0,21,2324943000.0,3020393994.4,2855735405.6,0.10132319986707683,0.03908953816032215,0.1972101692630877,0.6388888888888888,0.7222222222222222,0.8333333333333334,0.8333333333333334,0.9444444444444444,Agro e Pesca
2022.25,21,2451476000.0,2855735405.6,3160254603.1,-0.20718703457610954,0.10132319986707683,0.33192993849912217,0.6388888888888888,0.7222222222222222,0.8333333333333334,0.8333333333333334,0.9444444444444444,Agro e Pesca
2019.5,21,888380000.0,836623712.4,893115988.8,0.06979576191091329,0.06534205669478192,0.1924368552679951,0.6388888888888888,0.7222222222222222,0.8333333333333334,0.8333333333333334,0.9444444444444444,Agro e Pesca
2020.25,21,942966000.0,1026136798.2,1029592045.3,0.1890233530528775,-0.09189855074829101,0.2544404241837386,0.6388888888888888,0.7222222222222222,0.8333333333333334,0.8333333333333334,0.9444444444444444,Agro e Pesca
2021.5,21,1731488000.0,1793044542.1,2975757630.0,0.014888612488502692,0.27795178785029734,0.11288223907910476,0.6388888888888888,0.7222222222222222,0.8333333333333334,0.8333333333333334,0.9444444444444444,Agro e Pesca
2021.25,21,1147756000.0,1472980350.0,1793044542.1,0.27795178785029734,-0.09563023107571234,0.3975358232076946,0.6388888888888888,0.7222222222222222,0.8333333333333334,0.8333333333333334,0.9444444444444444,Agro e Pesca
2023.25,21,2051176000.0,2960222636.8,2381220478.9,0.016869357048944014,-0.21765131817336447,0.10426229111478152,0.6388888888888888,0.7777777777777778,0.9166666666666666,0.8666666666666667,1.0,Agro e Pesca
2022.5,21,2469381000.0,3160254603.1,2409804773.8,0.21407880033762874,-0.20718703457610954,0.15530135051590166,0.6388888888888888,0.7222222222222222,0.8333333333333334,0.8333333333333334,0.9444444444444444,Agro e Pesca
2023.75,22,1055091000.0,1021318791.0,719946033.0,-0.16938237442275744,-0.34967374847974864,-0.21413704744157297,0.5,0.8055555555555556,0.9583333333333334,0.7333333333333333,0.8055555555555556,Agro e Pesca
2023.25,22,1485032000.0,1650852996.6,1341108773.1,-0.26667956122615216,-0.20779540753612252,-0.15382533702564283,0.5,0.8055555555555556,0.9583333333333334,0.5666666666666667,0.7777777777777778,Agro e Pesca
2022.75,22,1255444000.0,1272462756.0,1272462756.0,0.2603379213207017,-1.3877787807814457e-17,-0.09464058008551524,0.5,0.8055555555555556,0.9583333333333334,0.5666666666666667,0.7777777777777778,Agro e Pesca
2022.5,22,1401545000.0,1958922927.0,1272462756.0,-1.3877787807814457e-17,-0.41416325834634454,0.2757872847624022,0.4722222222222222,0.7777777777777778,0.9583333333333334,0.5666666666666667,0.6944444444444444,Agro e Pesca
2022.25,22,1458744000.0,1786470737.7,1958922927.0,-0.41416325834634454,0.09215277649029374,0.18363450827210848,0.4722222222222222,0.7777777777777778,0.9583333333333334,0.5666666666666667,0.6944444444444444,Agro e Pesca
2023.5,22,1442665000.0,1341108773.1,1021318791.0,-0.34967374847974864,-0.26667956122615216,0.05254251378457918,0.5,0.8055555555555556,0.9583333333333334,0.5666666666666667,0.7777777777777778,Agro e Pesca
2023.0,22,1282051000.0,1272462756.0,1650852996.6,-0.20779540753612252,0.2603379213207017,-0.3220104818560508,0.5,0.8055555555555556,0.9583333333333334,0.5666666666666667,0.7777777777777778,Agro e Pesca
2022.0,22,1364843000.0,1423149135.0,1786470737.7,0.09215277649029374,0.22736990177053557,-0.04373539349842709,0.4722222222222222,0.7777777777777778,0.9583333333333334,0.5666666666666667,0.6944444444444444,Agro e Pesca
2020.25,23,27217000.0,262254388.92,223325348.74,0.22214405098112605,-0.4839937134945104,-0.5934644395307838,0.3888888888888889,0.8055555555555556,0.75,0.7333333333333333,0.6388888888888888,Outros
2020.0,23,14707000.0,248267766.8,262254388.92,-0.4839937134945104,0.0,-0.5934644395307838,0.3888888888888889,0.8055555555555556,0.75,0.7333333333333333,0.6388888888888888,Outros
2021.0,23,12171000.0,199339371.76,194674335.9,-0.16713096634229987,0.0,-0.3173623724436432,0.4444444444444444,0.8611111111111112,0.75,0.7666666666666667,0.6388888888888888,Outros
2023.5,23,7244000.0,170866199.38,188209036.32,-0.10897062788192576,-0.17327172127403717,0.0,0.3888888888888889,0.7777777777777778,0.75,0.8,0.6944444444444444,Outros
2020.5,23,21683000.0,223325348.74,219073382.46,-0.05551270993025883,0.22214405098112605,-0.4839937134945104,0.3888888888888889,0.8055555555555556,0.75,0.7333333333333333,0.6388888888888888,Outros
2021.25,23,3612000.0,194674335.9,187448169.09,0.0722857946839967,-0.16713096634229987,0.16663134105086722,0.4444444444444444,0.8611111111111112,0.75,0.7666666666666667,0.6388888888888888,Outros
2019.75,23,16266000.0,272128100.37,248267766.8,0.0,0.0,-0.5934644395307838,0.3888888888888889,0.8055555555555556,0.75,0.7333333333333333,0.6388888888888888,Outros
2023.75,23,8577000.0,188209036.32,161591271.85,0.0,-0.10897062788192576,-0.17327172127403717,0.3888888888888889,0.7777777777777778,0.75,0.8,0.6944444444444444,Outros
2020.75,23,9165000.0,219073382.46,199339371.76,0.0,-0.05551270993025883,-0.2618496625133844,0.4444444444444444,0.8611111111111112,0.75,0.7666666666666667,0.6388888888888888,Outros
2023.25,25,1499921000.0,556529370.0,447460800.0,0.3956953164989129,-0.21813100949126057,-0.7747073758155631,0.5,0.8055555555555556,0.875,0.7,0.7777777777777778,Comércio
2022.25,25,1511717000.0,1584757000.0,1333992510.0,-0.32684495546729037,-0.1722547505027157,-0.06357591133662083,0.4166666666666667,0.7777777777777778,0.875,0.6,0.7777777777777778,Comércio
2022.0,25,1523638000.0,1774604160.0,1584757000.0,-0.1722547505027157,-0.09487470180833751,0.031298790471716686,0.4166666666666667,0.7777777777777778,0.875,0.6,0.7777777777777778,Comércio
2022.5,25,1533186000.0,1333992510.0,922887900.0,-0.13266596634662053,-0.32684495546729037,-0.926040198448518,0.4166666666666667,0.7777777777777778,0.875,0.6,0.7777777777777778,Comércio
2023.75,25,1532395000.0,664665730.0,567715890.0,0.33601095998564007,-0.1576631526927014,-0.137632146994,0.5,0.8055555555555556,0.875,0.7,0.7777777777777778,Comércio
2023.5,25,1516114000.0,447460800.0,664665730.0,-0.1576631526927014,0.3956953164989129,-0.6659934298395334,0.5,0.8055555555555556,0.875,0.7,0.7777777777777778,Comércio
2023.0,25,1512194000.0,808226070.0,556529370.0,-0.21813100949126057,-0.3151964540016523,-0.6317656723166266,0.5,0.8055555555555556,0.875,0.7,0.7777777777777778,Comércio
2021.75,25,1474959000.0,3431429860.0,1774604160.0,-0.09487470180833751,-0.6589107461374648,0.6902095366091815,0.4166666666666667,0.7777777777777778,0.875,0.6,0.7777777777777778,Comércio
2022.75,25,1505197000.0,922887900.0,808226070.0,-0.3151964540016523,-0.13266596634662053,-0.5939744077783435,0.5,0.8055555555555556,0.875,0.7,0.7777777777777778,Comércio
2021.0,26,6583834000.0,6283335254.8,7727018945.3,-0.05822777082137521,0.20682220975083915,-0.7485005186087657,0.6666666666666666,0.5833333333333334,0.8333333333333334,0.4,0.8055555555555556,Outros
